Title,Rarity,Edge,Mintage,Engraver,Times Issued,Composition,Currency,Demonetized,Diameter,Orientation,Shape,Type,Issuer,Technique,Thickness,Weight,Year,Historical Figure,Century
50 Złotych Bolesław I Chrobry,11,Milled,2564000.0,1,2,Bimetallic,Third złoty (1949-1994),1,30.5,Medal alignment ↑↑,0,Circulating commemorative coin,Poland,Milled,2.15,11.7,1980,0,19
50 Tenge Taras Shevchenko,18,Special,100000.0,0,1,Bimetallic,Tenge (1993-date),0,31.0,Medal alignment ↑↑,0,Non-circulating coin,Kazakhstan,Milled,2.0,11.17,2014,0,20
Good Luck Token - Erik the Robot,92,Plain,-1.0,0,0,Other,United Kingdom - Souvenir Tokens,-1,21.29,Medal alignment ↑↑,0,Token/Medal,United Kingdom,Other,1.63,1.11,unknown,0,unknown
1 Won,9,Smooth,40000000.0,0,29,Other,New won (1962-date),0,17.2,Coin alignment ↑↓,0,Standard circulation coin,South Korea,Milled,1.14,0.729,1983.0,0,unknown
5 Tenge non-magnetic,6,Plain,-1.0,0,0,Bimetallic,Tenge (1993-date),0,17.27,Medal alignment ↑↑,0,Standard circulation coin,Kazakhstan,Milled,1.3,2.18,1997.0,0,unknown
10 Soldi - Napoleon I,25,Special,174948.0,1,13,Silver,Lira (1807-1814),1,18.0,Coin alignment ↑↓,0,Standard circulation coin,Napoleonic Kingdom of Italy,Milled,1.8,2.5,1808.0,1,unknown
2 Sous Colonie de Cayenne; Louis XVI,16,Plain,3000000.0,1,2,Bimetallic,Livre tournois (987-1795),1,22.0,Coin alignment ↑↓,0,Standard circulation coin,French Guiana,Other,1.0,1.9,1780.0,1,unknown
1 Lira - Napoleon,40,Special,103000.0,1,16,Silver,Lira (1807-1814),1,23.0,unknown,0,Standard circulation coin,Napoleonic Kingdom of Italy,Milled,1.4,5.0,1808.0,1,unknown
100 Tenge Almaty World Boxing Championships,94,Reeded,3000.0,0,1,Silver,Tenge (1993-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,Kazakhstan,Milled,2.7,31.1,2013,0,20
"⅛ Real ""Octavo"" Federal Coinage",55,Special,-1.0,1,0,Copper,Real (1535-1897),1,30.0,Coin alignment ↑↓,0,Standard circulation coin,Mexico,Other,2.0,14.0,1841.0,0,unknown
100 Złotych Władysław I Łokietek,12,Milled,2539700.0,0,1,Bimetallic,Third złoty (1949-1994),1,29.5,Medal alignment ↑↑,0,Circulating commemorative coin,Poland,Milled,2.0,10.8,1986,0,19
4 Mariengroschen - Ernst August,93,Special,-1.0,0,0,Silver,Thaler,1,22.77,Medal alignment ↑↑,0,Standard circulation coin,Brunswick-Lüneburg-Calenberg,Other,1.8,2.2,1681.0,1,unknown
5 Drachmai,7,Milled,23500000.0,1,2,Nickel,First modern drachma (1832-1944),1,30.2,Coin alignment ↑↓,0,Standard circulation coin,Greece,Milled,1.8,9.9,1930,0,19
4 Reales - Ferdinand VII,79,Special,31000.0,0,3,Silver,Colonial Milled coinage (1767-1825),1,25.75,Medal alignment ↑↑,0,Standard circulation coin,Bolivia,Other,1.8,13.5337,1816.0,1,unknown
50 Lira Turkish Airlines,94,Reeded,771.0,0,1,Silver,New lira (2005-date),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.1,2013,0,20
50 Centavos,14,Reeded,30000000.0,0,1,Nickel,Sucre (1884-2000),1,22.9,Coin alignment ↑↓,0,Standard circulation coin,Ecuador,Milled,1.9,5.0,1985,0,19
20 Won Rhinoceros,82,Smooth,-1.0,0,0,Brass,Third Won (2009-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,North Korea,Milled,2.64,15.1,2010,0,20
1 Tari - Felipe II,93,Plain,-1.0,0,0,Silver,Piastra (1266-1812),1,27.0,unknown,0,Standard circulation coin,Kingdom of Naples,Other,1.8,5.9,1556.0,1,unknown
Denier - Pepin II Toulouse mint,94,Special,-1.0,0,0,Silver,Pound (781-987),1,22.0,Variable alignment ↺,1,Standard circulation coin,Kingdom of Aquitaine,Hammered,1.8,1.63,845.0,1,unknown
10 Baht - Rama IX Asia-Pacific Scout Jamboree,24,Special,3000000.0,0,1,Bimetallic,Baht (1897-date),1,26.0,Medal alignment ↑↑,0,Circulating commemorative coin,Thailand,Milled,2.3,8.5,2005,1,20
Bronze of Poseidonia Paestum 420 BC - 273 BC,97,Special,-1.0,0,0,Iron,Bronze of Poseidonia Paestum 420 BC - 273 BC,1,38.0,unknown,1,Other,Greece (ancient),Other,3.0,31.0,625.0,0,unknown
Douzain - Clement VIII Octave of Acquaviva Legate,81,Special,-1.0,0,0,Silver,Livre,1,23.5,Coin alignment ↑↓,1,Standard circulation coin,Comtat Venaissin,Other,1.8,2.05,1593.0,1,unknown
50 Euro Cent 2nd map,8,Special,1350000.0,1,22,Bimetallic,Euro (2002-date),0,24.25,Medal alignment ↑↑,0,Standard circulation coin,San Marino,Milled,2.38,7.8,2008.0,0,unknown
2 Euro Cent,4,Special,1098866250.0,1,55,Copper,Euro (2002-date),0,18.75,Medal alignment ↑↑,0,Standard circulation coin,Italy,Milled,1.67,3.06,2002.0,0,unknown
10 Dirhams - Abd al-Hafiz,33,Special,10093866.0,0,1,Silver,Rial (1882-1921),1,37.0,Medal alignment ↑↑,0,Standard circulation coin,Morocco,Milled,2.45,25.0,1911,1,19
50 Haléřů,11,Plain,60000000.0,1,3,Other,Koruna (1945-1953),1,18.0,Medal alignment ↑↑,0,Standard circulation coin,Czechoslovakia,Milled,1.2,0.6,1951.0,0,unknown
25 Dollars - Elizabeth II Silver Wedding,41,Reeded,186000.0,1,2,Silver,Dollar (1972-date),0,45.0,Medal alignment ↑↑,0,Non-circulating coin,Cayman Islands,Milled,1.8,51.35,1972,1,19
5 Centavos Constitutionalist Army,75,Plain,-1.0,0,0,Copper,Peso (1913-1915),1,25.0,Coin alignment ↑↓,0,Standard circulation coin,State of Chihuahua,Milled,1.8,6.5,1914,0,19
20 Roubles Middle Reaches of the Prypyat River,89,Plain,3000.0,0,1,Silver,Second Ruble (2000-2016),-1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Belarus,Milled,1.8,33.63,2010,0,20
3 Pence - George VI,36,Smooth,1228400.0,1,1,Silver,Pound (1932-1955),1,16.0,Medal alignment ↑↑,0,Standard circulation coin,Southern Rhodesia,Milled,1.8,1.41,1937,1,19
20 Centavos Type 1 National Emblem,5,Plain,46350000.0,0,9,Bimetallic,Peso (1863-1992),1,28.5,Coin alignment ↑↓,0,Standard circulation coin,Mexico,Milled,2.2,10.0,1943.0,0,unknown
5 Ngwee,8,Reeded,12000000.0,0,7,Bimetallic,Kwacha (1968-2012),1,19.4,Medal alignment ↑↑,0,Standard circulation coin,Zambia,Milled,1.38,2.83,1968.0,0,unknown
100 Francs Germinal,9,Smooth,20000.0,1,3,Silver,New franc (1960-2001),1,31.0,Coin alignment ↑↓,0,Circulating commemorative coin,France,Milled,2.1,15.0,1985,0,19
5 Hryven Heorhii Berehovyi,92,Smooth,5000.0,1,1,Silver,Hryvnia (1996-date),0,33.0,Medal alignment ↑↑,0,Non-circulating coin,Ukraine - National Bank of Ukraine,Milled,1.8,16.94,2011,0,20
25 Agorot Israel's 25th Anniversary,26,Smooth,-1.0,0,0,Bimetallic,Pound (1960-1980),1,25.5,Medal alignment ↑↑,0,Non-circulating coin,Israel,Milled,1.73,6.5,1973,0,19
World of Fun Amusement Token,81,Smooth,-1.0,0,0,Other,Philippines - Automatic Tokens,-1,22.0,unknown,0,Token/Medal,Philippines,Other,1.8,28.28,unknown,0,unknown
2 Cents AFURIKA-TSHIPEMBE,6,Smooth,305000000.0,1,15,Copper,Rand (1961-date),0,18.0,Medal alignment ↑↑,0,Standard circulation coin,South Africa,Milled,1.8,3.0,1996.0,0,unknown
10 złotych rybek - KARP,100,Special,1000.0,0,2,Brass,Poland - Local Tokens,-1,32.0,unknown,0,Token/Medal,Poland,Milled,1.8,13.0,2009,0,20
20 Tenge,16,Special,-1.0,0,0,Bimetallic,Tenge (1993-date),0,31.1,Medal alignment ↑↑,0,Standard circulation coin,Kazakhstan,Milled,1.8,10.9,1993,0,19
Quinarius with crosslet and rowel,92,Special,-1.0,0,0,Silver,Quinarius with crosslet and rowel,1,12.0,Variable alignment ↺,1,Standard circulation coin,Aedui,Hammered,1.8,1.9,80.0,0,unknown
10 Milliemes,12,Smooth,15000000.0,0,8,Bimetallic,First pound (1956-1992),1,25.7,Medal alignment ↑↑,1,Standard circulation coin,Sudan,Milled,1.0,5.1,1376.0,0,unknown
"10 Euro - Chimène - ""Pierre Corneille""",93,Smooth,3000.0,0,1,Silver,Euro (2002-date),0,37.0,Medal alignment ↑↑,0,Non-circulating coin,France,Milled,1.8,22.2,2015,0,20
2 Paise,5,Smooth,175770000.0,0,17,Other,"Rupee (decimalized, 1957-date)",1,20.0,Medal alignment ↑↑,1,Standard circulation coin,India,Milled,1.75,1.0,1965.0,0,unknown
Carwash Token No Cash Value; 23 mm,77,Plain,-1.0,0,0,Brass,Carwash Token No Cash Value; 23 mm,-1,23.0,Coin alignment ↑↓,0,Token/Medal,United States,Milled,1.8,5.2,unknown,0,unknown
Shell Token - Historic Cars Jaguar XK 120 1949,69,Reeded,-1.0,0,0,Other,United Kingdom - Promotional Gas Tokens,-1,26.2,Medal alignment ↑↑,0,Token/Medal,United Kingdom,Milled,1.4,1.73,unknown,0,unknown
50 Cruzeiros,9,Reeded,28213000.0,0,1,Bimetallic,Cruzeiro (1942-1967),1,18.0,Coin alignment ↑↓,0,Standard circulation coin,Brazil,Milled,1.7,3.3,1965,0,19
5 Pfennig - Landau,80,Plain,-1.0,0,0,Zinc,"Mark (notgeld, 1914-1924)",1,19.3,Medal alignment ↑↑,0,Standard circulation coin,City of Landau in der Pfalz,Milled,1.1,1.9,1919,0,19
Season's Greetings Token - 1973 IGCMC,90,Smooth,26000.0,0,2,Bimetallic,Israel - Mint Tokens,-1,30.0,Medal alignment ↑↑,0,Token/Medal,Israel,Milled,1.8,13.0,1973,0,19
2 Reales - Finca Galingagua Plantation Token,97,Smooth,-1.0,0,0,Other,El Salvador - Plantation Tokens,1,24.0,Coin alignment ↑↓,0,Token/Medal,El Salvador,Other,1.8,28.28,1911,0,19
1 Duit Overijssel,76,Plain,-1.0,0,0,Copper,Gulden (1726-1854),1,21.8,Medal alignment ↑↑,0,Standard circulation coin,Netherlands East Indies,Other,1.2,28.28,1803.0,1,unknown
10 Francs Piedfort,97,Special,250.0,1,2,Gold,New franc (1960-2001),1,37.0,Coin alignment ↑↓,0,Other,France,Milled,1.8,84.0,1971.0,0,unknown
"Tostão – João III 3rd Type, P-O, Porto mint",95,Special,-1.0,0,0,Silver,"Real (hammered coinage, 1517-1678)",1,30.0,unknown,0,Standard circulation coin,Portugal,Hammered,1.8,9.5,1555.0,1,unknown
20 Dollars Ronald W. Reagan,91,Reeded,20000.0,0,1,Silver,Dollar (1943-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,Liberia,Milled,2.0,20.0,2000,0,20
"1 Euro Cent - Albert II 1st type, 1st portrait",4,Smooth,40000.0,1,24,Copper,Euro (2002-date),0,16.25,Medal alignment ↑↑,0,Standard circulation coin,Belgium,Milled,1.67,2.3,1999.0,1,unknown
20 Mark Wilhelm Liebknecht,74,Smooth,96000.0,0,2,Silver,Mark (1948-1990),1,33.0,Medal alignment ↑↑,0,Non-circulating coin,German Democratic Republic,Milled,2.8,20.9,1976,0,19
2 Kronor - Oscar II,27,Milled,112468.0,0,2,Silver,Krona (1873-date),1,31.0,Medal alignment ↑↑,0,Standard circulation coin,Sweden,Milled,2.17,15.0,1906.0,1,unknown
10 Baht - Rama IX Ministry of Commerce,25,Special,-1.0,0,0,Bimetallic,Baht (1897-date),0,26.0,Medal alignment ↑↑,0,Circulating commemorative coin,Thailand,Milled,2.2,8.5,2000,1,20
2 Dollars Bullion-Flamingo,100,Reeded,-1.0,1,0,Gold,Dollar (1966-date),0,17.95,Medal alignment ↑↑,0,Non-circulating coin,The Bahamas,Milled,1.8,3.11,1995,1,19
2 Dollars - Elizabeth II Catamaran Sailing,79,Reeded,30000.0,1,1,Silver,Dollar (1966-date),0,38.61,Medal alignment ↑↑,0,Non-circulating coin,The Bahamas,Milled,1.8,23.33,1995,1,19
2 Dollars Third Millennium,97,Reeded,10000.0,0,1,Gold,Dollar (1966-date),0,17.95,Medal alignment ↑↑,0,Non-circulating coin,The Bahamas,Milled,1.8,3.11,1996,1,19
2 Dollars - Elizabeth II Protect Our World,100,Reeded,-1.0,1,0,Silver,Dollar (1966-date),0,38.6,unknown,0,Non-circulating coin,The Bahamas,Milled,1.8,23.33,1996,1,19
1000 Francs CFA Rhinoceros,94,Reeded,2000.0,0,1,Silver,"CFA franc (Bank of Central African States, 1973-date)",0,40.0,Medal alignment ↑↑,0,Non-circulating coin,Republic of the Congo,Milled,1.5,31.135,2015,0,20
1 Dollar - Elizabeth II 4th Portrait - Lest We Forget - Gallipoli,84,Reeded,9857.0,0,1,Bronze,Dollar (1966-date),0,30.6,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,3.1,13.8,2015,1,20
Token - North American Hunting Club Collectors Series 02 - Bobcat,95,Reeded,-1.0,0,0,Other,Token - North American Hunting Club Collectors Series 02 - Bobcat,-1,39.0,Medal alignment ↑↑,0,Token/Medal,United States,Other,3.0,25.4,unknown,0,unknown
50 Cents - Elizabeth II 4th Portrait - 09 - Holden HX Sandman,84,Smooth,7425.0,0,2,Bimetallic,Dollar (1966-date),0,31.51,Medal alignment ↑↑,1,Non-circulating coin,Australia,Milled,3.0,15.55,2016,1,20
1 Penny Token Field Marshal Wellington,100,Special,-1.0,0,0,Copper,Pound,1,33.9,Coin alignment ↑↓,0,Token/Medal,Lower Canada,Other,1.8,18.0,1813,0,18
Medal - New Frontier,93,Special,-1.0,1,0,Bronze,Medal - New Frontier,-1,76.2,Medal alignment ↑↑,0,Token/Medal,United States,Milled,1.8,28.28,2009,0,20
Medal - American Fighter Aces,97,Special,-1.0,1,0,Other,Medal - American Fighter Aces,-1,127.0,Medal alignment ↑↑,0,Token/Medal,United States,Milled,1.8,25.0,2014,0,20
Guldiner - II. Ulászló 1490-1516,97,Smooth,-1.0,0,0,Silver,Forint (1310-1540),1,25.75,unknown,0,Standard circulation coin,Hungary,Other,1.8,28.28,1500.0,1,unknown
Guldiner Gold Strike - II. Ulászló 1490-1516,97,Smooth,-1.0,1,0,Gold,Forint (1310-1540),1,25.75,unknown,0,Standard circulation coin,Hungary,Hammered,1.8,28.28,1506,1,15
5 Krooni Independence,11,Plain,1510000.0,0,1,Bimetallic,New kroon (1992-2011),1,26.2,Medal alignment ↑↑,0,Circulating commemorative coin,Estonia,Milled,2.06,7.1,1993,0,19
1 Cent - Union-Buffalo Mills Store,97,Special,-1.0,0,0,Nickel,Dollar (1785-date),0,18.0,Medal alignment ↑↑,1,Token/Medal,United States,Other,1.8,2.3,unknown,0,unknown
¹⁄₁₂ Thaler - Anton,94,Plain,1431154.0,0,4,Bimetallic,Thaler (1806-1873),1,21.0,Medal alignment ↑↑,0,Standard circulation coin,Kingdom of Saxony (Albertinian Line),Milled,1.8,3.34,1829.0,1,unknown
3 Kreuzer - Friedrich I,90,Special,-1.0,0,0,Bimetallic,Conventionsthaler (1803-1824),1,18.0,Medal alignment ↑↑,0,Standard circulation coin,Kingdom of Württemberg,Other,1.8,1.35,1806,1,18
1 oz Copper Department of the Air Force,97,Milled,-1.0,0,0,Copper,1 oz Copper Department of the Air Force,-1,39.0,Coin alignment ↑↓,0,Other,United States,Milled,3.0,28.35,unknown,0,unknown
10 Cents,5,Milled,8153000.0,1,14,Bimetallic,Lira (1972-2007),1,28.5,Medal alignment ↑↑,0,Standard circulation coin,Malta,Milled,2.5,11.3,1972.0,1,unknown
1 Peseta,9,Plain,-1.0,0,0,Bimetallic,Peseta (1975-date),0,17.0,Coin alignment ↑↓,0,Standard circulation coin,Western Sahara,Milled,1.46,2.94,1992,0,19
⅙ Thaler - Ernst I,93,Letter,48000.0,0,3,Silver,Thaler (1841-1870),1,23.0,Medal alignment ↑↑,0,Standard circulation coin,Duchy of Saxe-Coburg and Gotha,Milled,1.8,5.34,1841.0,1,unknown
1 Pfennig - Eberhard II von Regensberg Friesach,88,Smooth,-1.0,0,0,Silver,Pfennig (800-1500),1,19.0,unknown,1,Standard circulation coin,Bishopric of Salzburg,Hammered,1.8,1.22,1200.0,0,unknown
"Token - 1 Shilling - Osborne, Garret & Co O. G. & Co",93,Smooth,-1.0,0,0,Brass,"Token - 1 Shilling - Osborne, Garret & Co O. G. & Co",1,27.17,Medal alignment ↑↑,0,Token/Medal,South Africa,Other,1.14,4.83,unknown,0,unknown
10 Yuan Soccer,94,Special,20000.0,0,1,Silver,Second Rénmínbì (1955-date),0,25.75,unknown,0,Non-circulating coin,People's Republic of China,Milled,1.8,27.0,1990,0,19
Piastra - Cosimo III,91,Special,-1.0,0,0,Silver,Lira (1601-1826),1,45.0,Coin alignment ↑↓,0,Standard circulation coin,Tuscany,Other,1.8,31.14,1675.0,1,unknown
100 Kroner - Harald V 1994 Olympics - Figure Skating,57,Smooth,67136.0,1,1,Silver,Krone (1875-date),0,39.0,Medal alignment ↑↑,0,Non-circulating coin,Norway,Milled,3.1,33.8,1993,1,19
1 Denar 2000 Years of Christianity,12,Plain,3088000.0,1,1,Bimetallic,Second denar (1993-date),0,23.8,Medal alignment ↑↑,0,Circulating commemorative coin,North Macedonia,Milled,1.5,5.1,2000,0,20
"1 Dollar - Victoria, British Columbia",74,Reeded,120000.0,0,3,Nickel,Canada - Local Dollar Tokens,1,33.0,Medal alignment ↑↑,0,Token/Medal,Canada,Milled,2.17,14.0,1981,0,19
1 Tala - Tanumafili II,34,Smooth,24000.0,1,1,Bimetallic,Tala (1967-date),1,38.8,Medal alignment ↑↑,0,Standard circulation coin,Samoa,Milled,3.0,27.28,1974,0,19
1 lot en foire - Le pompodrome,97,Plain,-1.0,0,0,Other,1 lot en foire - Le pompodrome,1,32.0,Coin alignment ↑↓,1,Token/Medal,France,Other,1.13,2.0,unknown,0,unknown
3 000 000 Lira Dolmabahce Palace,88,Reeded,6569.0,0,1,Silver,Old lira (1923-2005),1,38.61,Coin alignment ↑↓,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
3 000 000 Lira Republic and Youth,94,Reeded,6199.0,0,1,Silver,Old lira (1923-2005),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
Kopeck - Ivan IV Pskov,71,Smooth,-1.0,0,0,Silver,Ruble (1535-1700),1,16.0,Medal alignment ↑↑,1,Standard circulation coin,Russian Empire,Hammered,0.25,0.68,1547.0,1,unknown
Bracteate - Wencezlaus II medium,100,Smooth,-1.0,0,0,Silver,Bracteate (1210-1300),1,25.75,unknown,1,Standard circulation coin,Kingdom of Bohemia,Other,1.8,28.28,1278.0,1,unknown
3 000 000 Lira Treaty of Lausanne,92,Reeded,4352.0,0,1,Silver,Old lira (1923-2005),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
10 Gulden - Beatrix Cosimo de'Medici Fiorino d'oro,93,Special,575.0,1,1,Silver,Gulden (1828-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,Netherlands Antilles,Milled,1.8,31.1035,2001,1,20
7 500 000 Lira Ephesus Celsus Library,95,Reeded,1042.0,0,2,Silver,Old lira (1923-2005),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,2000,0,20
1 Centavo,15,Plain,11500000.0,0,2,Bimetallic,Quetzal (1925-date),1,19.0,Coin alignment ↑↓,0,Standard circulation coin,Guatemala,Milled,1.06,2.5,1972.0,0,unknown
100 Pesos Brasero Efigie - 1 oz Silver Bullion,91,Reeded,4000.0,0,1,Silver,Peso (1863-1992),1,40.0,Coin alignment ↑↓,0,Non-circulating coin,Mexico,Milled,1.8,31.103,1992,0,19
2 Dollars - Elizabeth II Pacific Pigeon,97,Special,3000.0,0,1,Silver,Dollar of New Zealand (1987-date),0,51.0,Coin alignment ↑↓,1,Non-circulating coin,Niue,Milled,1.8,31.1,2013,1,20
3 000 000 Lira Olympics,88,Reeded,6536.0,0,1,Silver,Old lira (1923-2005),1,38.61,Coin alignment ↑↓,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
Double Tournois - Maximilien I 2nd type,83,Smooth,-1.0,0,0,Copper,Livre,1,20.0,Coin alignment ↑↓,0,Standard circulation coin,Principality of Boisbelle-Henrichemont,Other,1.8,2.5,1636,1,16
3 000 000 Lira Atatürk with Children,97,Reeded,-1.0,0,0,Silver,Old lira (1923-2005),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
1000 Pesos Jaguar - 1 oz Gold Bullion,97,Special,17850.0,0,2,Gold,Peso (1863-1992),1,34.5,Coin alignment ↑↓,0,Non-circulating coin,Mexico,Milled,1.8,31.1035,1992,0,19
Token - World Heritage The historic centre of Bruges; colorized,86,Special,2000.0,0,1,Bimetallic,Belgium - Mint Tokens,-1,29.0,Medal alignment ↑↑,0,Token/Medal,Belgium,Milled,1.8,11.9,2010,0,20
Token - Expo 1894 Antwerp Wyck Ovd Antwerpen,88,Smooth,-1.0,0,0,Bimetallic,Token - Expo 1894 Antwerp Wyck Ovd Antwerpen,1,22.0,Coin alignment ↑↓,0,Token/Medal,Belgium,Other,1.0,2.85,1894,1,18
1 Rembrandt - Leiden 400th Anniversary Rembrandt van Rijn,80,Smooth,25000.0,0,1,Bimetallic,Euro (2002-date),1,26.5,Medal alignment ↑↑,0,Token/Medal,Netherlands,Milled,2.5,8.0,2006,1,20
3 000 000 Lira Republic and Women,97,Reeded,4356.0,0,1,Silver,Old lira (1923-2005),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Turkey,Milled,1.8,31.47,1998,0,19
Double Tournois - Maximilien I 3rd type,53,Smooth,-1.0,0,0,Copper,Livre,1,20.0,Coin alignment ↑↓,0,Standard circulation coin,Principality of Boisbelle-Henrichemont,Other,1.8,2.5,1636.0,1,unknown
50 Pence - Elizabeth II Table Tennis; Silver,92,Plain,5797.0,1,1,Silver,"Pound sterling (decimalized, 1971-date)",0,27.3,Medal alignment ↑↑,1,Non-circulating coin,United Kingdom,Milled,1.8,8.0,2011,1,20
Medal - Commemorative King Naresuan,95,Smooth,-1.0,0,0,Bronze,Thailand - Souvenir Tokens,-1,31.0,Medal alignment ↑↑,0,Token/Medal,Thailand,Other,2.0,11.61,unknown,0,unknown
Medal - Cremation of Princesse Somdej Pra Sri,94,Smooth,-1.0,0,0,Bronze,Medal - Cremation of Princesse Somdej Pra Sri,-1,30.0,Medal alignment ↑↑,0,Token/Medal,Thailand,Milled,2.0,12.95,2010,1,20
1 Dollar - Elizabeth II 4th Portrait - Year of the Pig - Silver Gilded Coin,92,Reeded,29251.0,0,1,Bimetallic,Dollar (1966-date),0,40.6,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,4.0,31.1035,2007,1,20
"50 Litų Games of the XXVII Olympiad (Sydney, Australia)",88,Letter,2448.0,1,1,Silver,New litas (1993-2014),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Lithuania,Milled,1.8,28.28,2000,0,20
50 Litų 350th Anniversary of the publication The Great Art of Artillery by Kazimieras Semenavičius,93,Letter,1936.0,1,1,Silver,New litas (1993-2014),1,38.61,Medal alignment ↑↑,0,Non-circulating coin,Lithuania,Milled,1.8,28.28,2000,0,20
10 Gulden - Beatrix Constantin I Solidus,95,Smooth,578.0,1,1,Silver,Gulden (1828-date),0,40.0,unknown,0,Non-circulating coin,Netherlands Antilles,Milled,1.8,31.1035,2001,1,20
½ Rembrandt - Leiden 400th Anniversary Rembrandt van Rijn,79,Smooth,25000.0,0,1,Brass,Euro (2002-date),1,26.2,Medal alignment ↑↑,0,Token/Medal,Netherlands,Milled,1.7,6.0,2006,1,20
1½ Dokda - Victoria [Khengarji III],50,Smooth,-1.0,0,0,Copper,Kori (1586-1947),1,24.35,unknown,0,Standard circulation coin,Princely state of Kutch,Other,2.54,9.52,1871.0,0,unknown
5 Dollars - Elizabeth II Set Issue,61,Reeded,3958.0,0,17,Bimetallic,Dollar (1973-date),0,40.0,Medal alignment ↑↑,0,Non-circulating coin,Barbados,Milled,2.5,28.34,1974.0,1,unknown
1 Rationing Token - OPA Blue Point Office of Price Administration,31,Smooth,-1.0,0,0,Other,1 Rationing Token - OPA Blue Point Office of Price Administration,1,16.0,Coin alignment ↑↓,0,Token/Medal,United States,Other,1.4,0.33,1942.0,0,unknown
50 Cents Charles Swart; Afrikaans Legend - SUID AFRIKA,16,Special,750000.0,1,2,Nickel,Rand (1961-date),0,27.85,Medal alignment ↑↑,0,Circulating commemorative coin,South Africa,Milled,2.2,9.5,1968,0,19
50 Centimos - Alfonso XIII 6th portrait,14,Reeded,4000000.0,1,1,Silver,Peseta (1868-2001),1,18.0,Coin alignment ↑↓,0,Standard circulation coin,Spain,Milled,1.0,2.5,1926,1,19
250 Fils - Isa FAO,23,Reeded,50000.0,1,3,Bimetallic,Dinar (1965-date),0,32.0,Medal alignment ↑↑,0,Non-circulating coin,Bahrain,Milled,2.5,15.0,1389.0,1,unknown
1000 Rials,10,Reeded,400000000.0,0,1,Bronze,Second Rial (1932-date),0,23.0,Coin alignment ↑↓,0,Standard circulation coin,Iran,Milled,1.61,4.6,1391.0,0,unknown
1 Cent - Victoria,9,Plain,421000.0,1,2,Bronze,Canadian dollar (1858-date),0,25.4,Medal alignment ↑↑,0,Standard circulation coin,Canada,Milled,1.21,4.54,1858.0,1,unknown
¼ Balboa Breast Cancer Awareness,9,Reeded,14000000.0,0,2,Bimetallic,Balboa (1904-date),0,24.26,Coin alignment ↑↓,0,Circulating commemorative coin,Panama,Milled,1.7,5.67,2008,0,20
1 Tala - Elizabeth II 2nd portrait; Silver Proof Issue,76,Smooth,5500.0,1,1,Silver,Dollar of New Zealand (1978-date),0,38.74,Medal alignment ↑↑,0,Non-circulating coin,Tokelau,Milled,2.95,27.22,1979,1,19
1 Pfennig - Friedrich Wilhelm III,85,Smooth,-1.0,0,0,Bimetallic,Thaler,1,15.0,Coin alignment ↑↓,0,Standard circulation coin,Kingdom of Prussia,Other,1.8,0.63,1799.0,1,unknown
1 Hetman Pavlo Poloubotok,87,Reeded,150000.0,0,1,Brass,Ukraine - Advertising Tokens,-1,24.49,Medal alignment ↑↑,0,Token/Medal,Ukraine,Milled,1.5,28.28,2000.0,0,unknown
Token - Banco De La Republica 25th Anniversary 1923-1948,93,Special,-1.0,0,0,Silver,Colombia - Souvenir Tokens,-1,38.0,Medal alignment ↑↑,0,Token/Medal,Colombia,Other,1.8,28.0,1948,0,19
1 Rupee - Victoria [Sardar Singh],90,Plain,-1.0,0,0,Silver,Rupee (1751-1945),1,20.0,unknown,0,Standard circulation coin,Princely state of Jodhpur,Other,1.8,9.8,1929.0,0,unknown
1000 Patacas Year of the Tiger,100,Reeded,2000.0,0,2,Gold,Pataca (1894-date),0,28.0,unknown,0,Non-circulating coin,Macau,Milled,1.8,16.0,1986,0,19
1000 Patacas Year of the Pig,100,Reeded,400.0,0,2,Gold,Pataca (1894-date),0,28.0,unknown,0,Non-circulating coin,Macau,Milled,1.8,16.0,1983,0,19
4 Dollars - Elizabeth II Triceratops,80,Reeded,13046.0,1,1,Silver,Canadian dollar (1858-date),0,34.0,Medal alignment ↑↑,0,Non-circulating coin,Canada - Royal Canadian Mint,Milled,2.1,15.87,2008,1,20
